PartNumber,Description,Brand,SuggestedRetail,Cost,Length,Width,Height,Weight,QtyAvail,UPC,Jobber,AAIACode,MapPrice,VendorMSRP,AirRestricted,StateRestricted,TruckFrtOnly,ManufacturerPart,ShipAlone,Status,MotorStateNotes,CanadaRestricted,AcquiredDate,Image URL,Category Level 1,Category Level 2,Category Level 3,Long Description(150)
ALL22122,Door Plate 1/8 x 5 x 48 ,ALLSTAR PERFORMANCE,21.99,15.49,48,5,0.15,7.65,100,8.48238E+11,18.22,DNLF,21.99,,NO,,NO,ALL22122,NO,S,,NO,12/19/2023,https://msimg.blob.core.windows.net/product/ALL22122.jpg,Exterior Components,Body Panels and Components,Sheet Steel,Door Plate - 4 ft Long - 5 in Wide - 1/8 in Thick - Steel - Natural - Each
ALL22124-19,Mild Steel Round Tubing 3/4in x .065in x 19ft,ALLSTAR PERFORMANCE,36.99,25.99,228,0.75,0.75,8.489,8,8.48238E+11,30.58,DNLF,36.99,,NO,,NO,ALL22124-19,NO,S,,NO,11/3/2023,https://msimg.blob.core.windows.net/product/ALL22124-19.jpg,Chassis Components,Chassis Fabrication Materials,Tubing,Steel Tubing - 3/4 in OD - 0.065 in Wall Thickness - 19 ft Long - Steel - Natural - Each
ALL22470,4x8 Plastic White 3/16in ,ALLSTAR PERFORMANCE,119.99,89.99,97,48.5,0.15,29.5,34,8.48238E+11,105.87,DNLF,119.99,,NO,,NO,ALL22470,NO,S,,NO,11/10/2023,https://msimg.blob.core.windows.net/product/ALL22470.jpg,Exterior Components,Body Panels and Components,Sheet Plastic,Sheet Plastic - 4 x 8 ft - 0.188 in Thick - Plastic - White - Each
ALL22471,4x8 Plastic Black 3/16in ,ALLSTAR PERFORMANCE,108.99,79.99,97,48.5,0.15,29.72,33,8.48238E+11,94.11,DNLF,108.99,,NO,,NO,ALL22471,NO,S,,NO,11/10/2023,https://msimg.blob.core.windows.net/product/ALL22471.jpg,Exterior Components,Body Panels and Components,Sheet Plastic,Sheet Plastic - 4 x 8 ft - 0.188 in Thick - Plastic - Black - Each
ALL22643,Universal Strut Bars 1-3/4in x .095in,ALLSTAR PERFORMANCE,87.99,73.25,65,16,4,17.5,12,8.48238E+11,78.87,DNLF,87.99,,NO,,NO,ALL22643,NO,S,Bend is approximately an 85 degree angle.,NO,12/15/2023,https://msimg.blob.core.windows.net/product/ALL22643.jpg,Chassis Components,Roll Cages,Roll Cages and Components,Roll Cage - Strut Kit - Weld-On - Forward Strut - Pre Bent - 65 in Long - 14 in Leg - 1.75 in OD - 0.095 in Wall - Steel - Natural - Pair
ALL30270,Swivel Water Neck 90 Deg Black,ALLSTAR PERFORMANCE,22.99,15.39,5.2,4.8,2.8,0.8,100,8.48238E+11,18.11,DNLF,22.99,,NO,,NO,ALL30270,NO,S,,NO,11/21/2023,https://msimg.blob.core.windows.net/product/ALL30270.jpg,Heating and Cooling,"Thermostats, Housings and Fillers",Water Necks - Thermostat Housings,Water Neck - 90 Degree - 1-1/2 in ID Hose - Swivel - O-Ring - Hardware Included - Billet Aluminum - Black Powder Coat - Chevy V8 - Each
ALL30271,Swivel Water Neck 45 Deg Black,ALLSTAR PERFORMANCE,22.99,15.39,5.1,4.8,2.8,0.85,100,8.48238E+11,18.11,DNLF,22.99,,NO,,NO,ALL30271,NO,S,,NO,11/21/2023,https://msimg.blob.core.windows.net/product/ALL30271.jpg,Heating and Cooling,"Thermostats, Housings and Fillers",Water Necks - Thermostat Housings,Water Neck - 45 Degree - 1-1/2 in ID Hose - Swivel - O-Ring - Hardware Included - Billet Aluminum - Black Powder Coat - Chevy V8 - Each
ALL30272,Water Neck Straight Black,ALLSTAR PERFORMANCE,17.99,11.69,5.2,4.8,2.7,0.7,100,8.48238E+11,13.75,DNLF,17.99,,NO,,NO,ALL30272,NO,S,,NO,11/21/2023,https://msimg.blob.core.windows.net/product/ALL30272.jpg,Heating and Cooling,"Thermostats, Housings and Fillers",Water Necks - Thermostat Housings,Water Neck - Straight - 1-1/2 in ID Hose - O-Ring - Hardware Included - Billet Aluminum - Black Powder Coat - Chevy V8 - Each
ALL30273,Swivel Water Neck 75 Deg Black,ALLSTAR PERFORMANCE,22.99,15.39,5.2,4.8,2.8,0.85,100,8.48238E+11,18.11,DNLF,22.99,,NO,,NO,ALL30273,NO,S,,NO,11/21/2023,https://msimg.blob.core.windows.net/product/ALL30273.jpg,Heating and Cooling,"Thermostats, Housings and Fillers",Water Necks - Thermostat Housings,Water Neck - 75 Degree - 1-1/2 in ID Hose - O-Ring - Hardware Included - Billet Aluminum - Black Powder Coat - Chevy V8 - Each
ALL40127,Utility Jug Repl Cap Glow In The Dark,ALLSTAR PERFORMANCE,14.99,11.29,4.75,4.4,4.3,0.455,2,8.48238E+11,13.28,DNLF,14.99,,NO,,NO,ALL40127,NO,S,,NO,11/21/2023,https://msimg.blob.core.windows.net/product/ALL40127.jpg,Tools,Storage/Organizers,Utility Jug Caps,Utility Jug Cap - 3/4 in NPT Port - Plug Included - Glow In The Dark - Plastic - White - Allstar Utility Jug - Each
ALL49435,Pushlock Hose End Black 45 Deg Elbow -12,ALLSTAR PERFORMANCE,26.99,17.49,6.9,4.95,1.35,0.2,9,8.48238E+11,20.58,DNLF,26.99,,NO,,NO,ALL49435,NO,S,,NO,12/8/2023,https://msimg.blob.core.windows.net/product/ALL49435.jpg,Fittings Hoses and Valves,Fittings and Plugs,Hose Ends,Fitting - Hose End - 45 Degree - 12 AN Hose Barb to 12 AN Female - Aluminum - Black Anodized - Each
ALL49444,Pushlock Hose End Black 60 Deg Elbow -10,ALLSTAR PERFORMANCE,27.99,18.19,6.95,4,1.2,0.14,11,8.48238E+11,21.4,DNLF,27.99,,NO,,NO,ALL49444,NO,S,,NO,12/8/2023,https://msimg.blob.core.windows.net/product/ALL49444.jpg,Fittings Hoses and Valves,Fittings and Plugs,Hose Ends,Fitting - Hose End - 60 Degree - 10 AN Hose Barb to 10 AN Female - Aluminum - Black Anodized - Each
ALL49462,Pushlock Hose End Black 120 Deg Elbow -6,ALLSTAR PERFORMANCE,21.99,14.19,6.5,3.8,0.7,0.1,6,8.48238E+11,16.69,DNLF,21.99,,NO,,NO,ALL49462,NO,S,,NO,11/21/2023,https://msimg.blob.core.windows.net/product/ALL49462.jpg,Fittings Hoses and Valves,Fittings and Plugs,Hose Ends,Fitting - Hose End - 120 Degree - 6 AN Hose Barb to 6 AN Female - Aluminum - Black Anodized - Each
ALL49472,Pushlock Hose End Black 150 Deg Elbow -6,ALLSTAR PERFORMANCE,18.99,12.29,4.4,3.6,0.3,0.1,1,8.48238E+11,14.46,DNLF,18.99,,NO,,NO,ALL49472,NO,S,,NO,11/21/2023,https://msimg.blob.core.windows.net/product/ALL49472.jpg,Fittings Hoses and Valves,Fittings and Plugs,Hose Ends,Fitting - Hose End - 150 Degree - 6 AN Hose Barb to 6 AN Female - Aluminum - Black Anodized - Each
ALL54165,Return Spring Bushing Kit,ALLSTAR PERFORMANCE,9.99,8.26,7,4,0.2,0.02,8,8.48238E+11,8.81,DNLF,9.99,,NO,,NO,ALL54165,NO,S,,NO,11/15/2023,https://msimg.blob.core.windows.net/product/ALL54165.jpg,Air and Fuel,"Throttle Cables, Linkages, Brackets and Components",Throttle Linkage and Components,Throttle Linkage Bushing - 2 Piece - 1/2 in Mounting Diameter - Bracket / Hardware Included - Aluminum - Natural - Holley Carburetors - Kit
ALL60075-10,Tie Down Chassis Rings 10pk,ALLSTAR PERFORMANCE,54.99,34.99,,,,,10,8.48238E+11,41.16,DNLF,,,NO,,NO,ALL60075-10,NO,S,,NO,12/28/2023,,Chassis Components,Chassis Fabrication Materials,"Chassis Tabs, Brackets and Components",Tie Down Chassis Rings 10pk
ALL64270-8,Canister Mount 1-1/4in Clamp,ALLSTAR PERFORMANCE,599.99,449.99,9.7,4.4,3.4,3.45,2,8.48238E+11,529.4,DNLF,599.99,,NO,,NO,ALL64270-8,NO,S,,NO,11/15/2023,https://msimg.blob.core.windows.net/product/ALL64270-8.jpg,Suspension and Components,Bushings and Mounts,Shock Reservoir Mounts and Brackets,Shock Reservoir Bracket - Clamp-On - Aluminum / Nylon - Black - 1-1/2 to 3 in Reservoirs - 1-1/4 in OD Tube - Set of 8
ALL76216,Test Leads ,ALLSTAR PERFORMANCE,3.59,2.07,4.5,4,1.5,0.095,10,8.48238E+11,2.93,DNLF,3.59,,NO,,NO,ALL76216,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL76216.jpg,Tools,Electrical and Electrical Testing Tools,Circuit Testers,Test Leads - Alligator Clamp Connectors - 30 in Long - Black / Red - Kit
ALL76360,Fuse Assortment Kit ATC/ATO,ALLSTAR PERFORMANCE,9.99,8.49,8.5,5.3,1.2,0.3,6,8.48238E+11,8.81,DNLF,9.99,,NO,,NO,ALL76360,NO,S,,NO,11/16/2023,https://msimg.blob.core.windows.net/product/ALL76360.jpg,Ignitions and Electrical,Wiring Components,Electrical Fuses,Fuse - ATC - Seven Each 5 / 10 / 15 / 20 / 25 / 30 amps - Plastic - Kit
ALL76362,ATC/ATO Fuse 3 Amp 5pk,ALLSTAR PERFORMANCE,3.49,4.55,4.05,2.1,0.45,0.015,10,8.48238E+11,2.69,DNLF,3.49,,NO,,NO,ALL76362,NO,S,,NO,11/16/2023,https://msimg.blob.core.windows.net/product/ALL76362.jpg,Ignitions and Electrical,Wiring Components,Electrical Fuses,Fuse - ATC - 3 amps - Plastic - Purple - Set of 5
ALL76363,ATC/ATO Fuse 5 Amp 5pk,ALLSTAR PERFORMANCE,3.49,4.55,4,2.45,0.45,0.015,10,8.48238E+11,2.69,DNLF,3.49,,NO,,NO,ALL76363,NO,S,,NO,11/16/2023,https://msimg.blob.core.windows.net/product/ALL76363.jpg,Ignitions and Electrical,Wiring Components,Electrical Fuses,Fuse - ATC - 5 amps - Plastic - Tan - Set of 5
ALL76364,ATC/ATO Fuse 7.5 Amp 5pk,ALLSTAR PERFORMANCE,3.49,4.55,4,2.5,0.4,0.015,10,8.48238E+11,2.69,DNLF,3.49,,NO,,NO,ALL76364,NO,S,,NO,11/16/2023,https://msimg.blob.core.windows.net/product/ALL76364.jpg,Ignitions and Electrical,Wiring Components,Electrical Fuses,Fuse - ATC - 7.5 amps - Plastic - Brown - Set of 5
ALL76365,ATC/ATO Fuse 10 Amp 5pk,ALLSTAR PERFORMANCE,3.49,4.55,3.95,2.05,0.6,0.015,10,8.48238E+11,2.69,DNLF,3.49,,NO,,NO,ALL76365,NO,S,,NO,11/16/2023,https://msimg.blob.core.windows.net/product/ALL76365.jpg,Ignitions and Electrical,Wiring Components,Electrical Fuses,Fuse ATC - 10 amps - Plastic - Red - Set of 5
ALL76366,ATC/ATO Fuse 15 Amp 5pk,ALLSTAR PERFORMANCE,3.49,4.55,4,2.25,0.85,0.015,10,8.48238E+11,2.69,DNLF,3.49,,NO,,NO,ALL76366,NO,S,,NO,11/16/2023,https://msimg.blob.core.windows.net/product/ALL76366.jpg,Ignitions and Electrical,Wiring Components,Electrical Fuses,Fuse ATC - 15 amps - Plastic - Blue - Set of 5
ALL76367,ATC/ATO Fuse 20 Amp 5pk,ALLSTAR PERFORMANCE,3.49,4.55,4.05,2.2,0.5,0.025,10,8.48238E+11,2.69,DNLF,3.49,,NO,,NO,ALL76367,NO,S,,NO,11/16/2023,https://msimg.blob.core.windows.net/product/ALL76367.jpg,Ignitions and Electrical,Wiring Components,Electrical Fuses,Fuse ATC - 20 amps - Plastic - Yellow - Set of 5
ALL76368,ATC/ATO Fuse 25 Amp 5pk,ALLSTAR PERFORMANCE,3.49,4.55,4,2.35,0.4,0.015,10,8.48238E+11,2.69,DNLF,3.49,,NO,,NO,ALL76368,NO,S,,NO,11/16/2023,https://msimg.blob.core.windows.net/product/ALL76368.jpg,Ignitions and Electrical,Wiring Components,Electrical Fuses,Fuse ATC - 25 amps - Plastic - Clear - Set of 5
ALL76369,ATC/ATO Fuse 30 Amp 5pk,ALLSTAR PERFORMANCE,3.49,4.55,4,2.05,0.65,0.015,10,8.48238E+11,2.69,DNLF,3.49,,NO,,NO,ALL76369,NO,S,,NO,11/16/2023,https://msimg.blob.core.windows.net/product/ALL76369.jpg,Ignitions and Electrical,Wiring Components,Electrical Fuses,Fuse ATC - 30 amps - Plastic - Green - Set of 5
ALL910011,Racing Gloves Non-SFI S/L Black Small,ALLSTAR PERFORMANCE,32.99,24.49,10.6,8,1,0.185,9,8.48238E+11,28.81,DNLF,32.99,,NO,,NO,ALL910011,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL910011.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - Single Layer - Nomex / Leather - Black / White - Small - Pair
ALL910012,Racing Gloves Non-SFI S/L Black Medium,ALLSTAR PERFORMANCE,32.99,24.49,11.1,8,1.15,0.205,9,8.48238E+11,28.81,DNLF,32.99,,NO,,NO,ALL910012,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL910012.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - Single Layer - Nomex / Leather - Black / White - Medium - Pair
ALL910014,Racing Gloves Non-SFI S/L Black Large,ALLSTAR PERFORMANCE,32.99,24.49,11.75,8.05,1.05,0.215,9,8.48238E+11,28.81,DNLF,32.99,,NO,,NO,ALL910014,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL910014.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - Single Layer - Nomex / Leather - Black / White - Large - Pair
ALL910015,Racing Gloves Non-SFI S/L Black X-Large,ALLSTAR PERFORMANCE,32.99,24.49,13.1,8.1,1.2,0.245,9,8.48238E+11,28.81,DNLF,32.99,,NO,,NO,ALL910015,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL910015.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - Single Layer - Nomex / Leather - Black / White - X-Large - Pair
ALL911011,Racing Gloves SFI 3.3/1 S/L Black/Gray Small,ALLSTAR PERFORMANCE,44.99,33.69,10.4,8.05,1.25,0.195,9,8.48238E+11,39.64,DNLF,44.99,,NO,,NO,ALL911011,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL911011.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/1 - Single Layer - Nomex / Suede - Black / Gray - Small - Pair
ALL911012,Racing Gloves SFI 3.3/1 S/L Black/Gray Medium,ALLSTAR PERFORMANCE,44.99,33.69,10.95,7.95,1.4,0.25,10,8.48238E+11,39.64,DNLF,44.99,,NO,,NO,ALL911012,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL911012.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/1 - Single Layer - Nomex / Suede - Black / Gray - Medium - Pair
ALL911014,Racing Gloves SFI 3.3/1 S/L Black/Gray Large,ALLSTAR PERFORMANCE,44.99,33.69,12.45,7.95,1.4,0.285,8,8.48238E+11,39.64,DNLF,44.99,,NO,,NO,ALL911014,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL911014.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/1 - Single Layer - Nomex / Suede - Black / Gray - Large - Pair
ALL911015,Racing Gloves SFI 3.3/1 S/L Black/Gray X-Large,ALLSTAR PERFORMANCE,44.99,33.69,12.5,7.25,1.55,0.28,8,8.48238E+11,39.64,DNLF,44.99,,NO,,NO,ALL911015,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL911015.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/1 - Single Layer - Nomex / Suede - Black / Gray - X-Large - Pair
ALL913011,Racing Gloves Non-SFI Outseam S/L Small,ALLSTAR PERFORMANCE,49.99,37.49,10.4,7.9,1.1,0.135,9,8.48238E+11,44.11,DNLF,49.99,,NO,,NO,ALL913011,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL913011.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - Outseam - Single Layer - Nomex - Black / Gray - Small - Pair
ALL913012,Racing Gloves Non-SFI Outseam S/L Medium,ALLSTAR PERFORMANCE,49.99,37.49,11.15,7.9,1.2,0.15,9,8.48238E+11,44.11,DNLF,49.99,,NO,,NO,ALL913012,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL913012.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - Outseam - Single Layer - Nomex - Black / Gray - Medium - Pair
ALL913014,Racing Gloves Non-SFI Outseam S/L Large,ALLSTAR PERFORMANCE,49.99,37.49,11.6,7.95,1.1,0.16,6,8.48238E+11,44.11,DNLF,49.99,,NO,,NO,ALL913014,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL913014.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - Outseam - Single Layer - Nomex - Black / Gray - Large - Pair
ALL913015,Racing Gloves Non-SFI Outseam S/L X-Large,ALLSTAR PERFORMANCE,49.99,37.49,12.3,8,1.2,0.17,7,8.48238E+11,44.11,DNLF,49.99,,NO,,NO,ALL913015,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL913015.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - Outseam - Single Layer - Nomex - Black / Gray - X-Large - Pair
ALL915011,Racing Gloves SFI 3.3/5 D/L Black Small,ALLSTAR PERFORMANCE,54.99,40.99,10.55,7.95,1.6,0.28,10,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915011,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL915011.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Black / Black - Small - Pair
ALL915012,Racing Gloves SFI 3.3/5 D/L Black Medium,ALLSTAR PERFORMANCE,54.99,40.99,11.25,8.1,1.75,0.31,10,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915012,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL915012.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Black / Black - Medium - Pair
ALL915014,Racing Gloves SFI 3.3/5 D/L Black Large,ALLSTAR PERFORMANCE,54.99,40.99,11.75,8,1.55,0.335,8,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915014,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL915014.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Black / Black - Large - Pair
ALL915015,Racing Gloves SFI 3.3/5 D/L Black X-Large,ALLSTAR PERFORMANCE,54.99,40.99,12.85,12.15,8.05,0.36,9,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915015,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL915015.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Black / Black - X-Large - Pair
ALL915016,Racing Gloves SFI 3.3/5 D/L Black XX-Large,ALLSTAR PERFORMANCE,54.99,40.99,13.2,8.05,1.85,0.39,10,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915016,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL915016.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Black / Black - 2X-Large - Pair
ALL915021,Racing Gloves SFI 3.3/5 D/L Blue Small,ALLSTAR PERFORMANCE,54.99,40.99,10.35,7.95,2,0.285,10,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915021,NO,S,,NO,11/3/2023,https://msimg.blob.core.windows.net/product/ALL915021.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Blue / Black - Small - Pair
ALL915022,Racing Gloves SFI 3.3/5 D/L Blue Medium,ALLSTAR PERFORMANCE,54.99,40.99,11.05,8,1.9,0.315,9,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915022,NO,S,,NO,11/3/2023,https://msimg.blob.core.windows.net/product/ALL915022.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Blue / Black - Medium - Pair
ALL915024,Racing Gloves SFI 3.3/5 D/L Blue Large,ALLSTAR PERFORMANCE,54.99,40.99,12,6.8,1.9,0.3,9,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915024,NO,S,,NO,11/3/2023,https://msimg.blob.core.windows.net/product/ALL915024.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Blue / Black - Large - Pair
ALL915025,Racing Gloves SFI 3.3/5 D/L Blue X-Large,ALLSTAR PERFORMANCE,54.99,40.99,12.65,8.05,1.8,0.38,9,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915025,NO,S,,NO,11/3/2023,https://msimg.blob.core.windows.net/product/ALL915025.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Blue / Black - X-Large - Pair
ALL915071,Racing Gloves SFI 3.3/5 D/L Red Small,ALLSTAR PERFORMANCE,54.99,40.99,11.3,8.1,1.5,0.27,9,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915071,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL915071.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Red / Black - Small - Pair
ALL915072,Racing Gloves SFI 3.3/5 D/L Red Medium,ALLSTAR PERFORMANCE,54.99,40.99,11.4,8,1.55,0.315,10,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915072,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL915072.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Red / Black - Medium - Pair
ALL915074,Racing Gloves SFI 3.3/5 D/L Red Large,ALLSTAR PERFORMANCE,54.99,40.99,12.55,8.05,1.55,0.345,10,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915074,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL915074.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Red / Black - Large - Pair
ALL915075,Racing Gloves SFI 3.3/5 D/L Red X-Large,ALLSTAR PERFORMANCE,54.99,40.99,13.3,8,1.45,0.355,9,8.48238E+11,48.22,DNLF,54.99,,NO,,NO,ALL915075,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL915075.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3/5 - Double Layer - Nomex / Suede - Red / Black - X-Large - Pair
ALL916011,Racing Gloves SFI 3.3/5 Outseam D/L Small,ALLSTAR PERFORMANCE,69.99,52.49,12.75,8,1.55,0.245,9,8.48238E+11,61.75,DNLF,69.99,,NO,,NO,ALL916011,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL916011.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3-5 - Outseam - Double Layer - Nomex - Black / Gray - Small - Pair
ALL916012,Racing Gloves SFI 3.3/5 Outseam D/L Medium,ALLSTAR PERFORMANCE,69.99,52.49,12.45,7.9,1.55,0.265,10,8.48238E+11,61.75,DNLF,69.99,,NO,,NO,ALL916012,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL916012.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3-5 - Outseam - Double Layer - Nomex - Black / Gray - Medium - Pair
ALL916014,Racing Gloves SFI 3.3/5 Outseam D/L Large,ALLSTAR PERFORMANCE,69.99,58.75,51,13.55,8,0.285,6,8.48238E+11,61.75,DNLF,69.99,,NO,,NO,ALL916014,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL916014.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3-5 - Outseam - Double Layer - Nomex - Black / Gray - Large - Pair
ALL916015,Racing Gloves SFI 3.3/5 Outseam D/L X-Large,ALLSTAR PERFORMANCE,69.99,52.49,14.25,8,1.3,0.32,8,8.48238E+11,61.75,DNLF,69.99,,NO,,NO,ALL916015,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL916015.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3-5 - Outseam - Double Layer - Nomex - Black / Gray - X-Large - Pair
ALL916016,Racing Gloves SFI 3.3/5 Outseam D/L XX-Large,ALLSTAR PERFORMANCE,69.99,52.49,13.6,8,1.75,0.35,9,8.48238E+11,61.75,DNLF,69.99,,NO,,NO,ALL916016,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL916016.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Driving Gloves - SFI 3.3-5 - Outseam - Double Layer - Nomex - Black / Gray - 2X-Large - Pair
ALL919070,Racing Shoes Black 7.0 SFI 3.3/5,ALLSTAR PERFORMANCE,79.99,59.99,12.9,10.2,4.3,2.4,50,8.48238E+11,70.58,DNLF,79.99,,NO,,NO,ALL919070,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL919070.jpg,Safety Equipment,Safety Clothing,Driving Shoes and Boots,Driving Shoe - Mid-Top - SFI 3.3/5 - Suede Outer - Fire Retardant Cotton Inner - Black - Size 7 - Pair
ALL919080,Racing Shoes Black 8.0 SFI 3.3/5,ALLSTAR PERFORMANCE,79.99,59.99,12.8,10.1,4.4,2.45,100,8.48238E+11,70.58,DNLF,79.99,,NO,,NO,ALL919080,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL919080.jpg,Safety Equipment,Safety Clothing,Driving Shoes and Boots,Driving Shoe - Mid-Top - SFI 3.3/5 - Suede Outer - Fire Retardant Cotton Inner - Black - Size 8 - Pair
ALL919090,Racing Shoes Black 9.0 SFI 3.3/5,ALLSTAR PERFORMANCE,79.99,59.99,12.9,10.1,4.4,2.55,100,8.48238E+11,70.58,DNLF,79.99,,NO,,NO,ALL919090,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL919090.jpg,Safety Equipment,Safety Clothing,Driving Shoes and Boots,Driving Shoe - Mid-Top - SFI 3.3/5 - Suede Outer - Fire Retardant Cotton Inner - Black - Size 9 - Pair
ALL919095,Racing Shoes Black 9.5 SFI 3.3/5,ALLSTAR PERFORMANCE,79.99,59.99,12.8,10.1,4.4,2.6,70,8.48238E+11,70.58,DNLF,79.99,,NO,,NO,ALL919095,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL919095.jpg,Safety Equipment,Safety Clothing,Driving Shoes and Boots,Driving Shoe - Mid-Top - SFI 3.3/5 - Suede Outer - Fire Retardant Cotton Inner - Black - Size 9.5 - Pair
ALL919100,Racing Shoes Black 10.0 SFI 3.3/5,ALLSTAR PERFORMANCE,79.99,59.99,12.9,10,4.4,2.7,100,8.48238E+11,70.58,DNLF,79.99,,NO,,NO,ALL919100,NO,S,,NO,,https://msimg.blob.core.windows.net/product/ALL919100.jpg,Safety Equipment,Safety Clothing,Driving Shoes and Boots,Driving Shoe - Mid-Top - SFI 3.3/5 - Suede Outer - Fire Retardant Cotton Inner - Black - Size 10 - Pair
